url,season,episode,title,transcript_written_date,transcript_revised_date,aired_date,writers,directors,timestamp
http://www.kacl780.net/frasier/transcripts/season_8/episode_8/mary_christmas.html,8,8,Mary Christmas,16th December 2000,,12th December 2000,Eric Zicklin,Pamela Fryman,2018-04-13 22:39:21
http://www.kacl780.net/frasier/transcripts/season_8/episode_9/frasiers_edge.html,8,9,Frasier's Edge,"15th January, 2001",,"9th January, 2001",Jon Shermanand Dan O'Shannon,David Lee,2018-04-13 22:39:42
http://www.kacl780.net/frasier/transcripts/season_8/episode_10/cranes_unplugged.html,8,10,Cranes Unplugged,19th January 2001,,16th January 2001,Lori Kirkland,Sheldon Epps,2018-04-13 22:39:59
http://www.kacl780.net/frasier/transcripts/season_8/episode_11/motor_skills.html,8,11,Motor Skills,3rd February 2001,,30th January 2001,Sam Johnson& Chris Marcil,Pamela Fryman,2018-04-13 22:40:17
http://www.kacl780.net/frasier/transcripts/season_8/episode_12/the_show_must_go_off.html,8,12,The Show Must Go Off,7th February 2001,,6th February 2001,Mark Reisman,Robert H. Egan,2018-04-13 22:40:28
http://www.kacl780.net/frasier/transcripts/season_8/episode_13/sliding_frasiers.html,8,13,Sliding Frasiers,"February 18, 2001",,"February 13, 2001",Dan O'Shannon& Bob Daily,Pamela Fryman,2018-04-13 22:40:49
http://www.kacl780.net/frasier/transcripts/season_8/episode_14/hungry_heart.html,8,14,Hungry Heart,"February 25, 2001",,"February 20, 2001",Gayle Abrams,Kelsey Grammer,2018-04-13 22:41:00
http://www.kacl780.net/frasier/transcripts/season_8/episode_15/hooping_cranes.html,8,15,Hooping Cranes,2nd March 2001,,27th February 2001,Jon Sherman,Kelsey Grammar,2018-04-13 22:41:18
http://www.kacl780.net/frasier/transcripts/season_8/episode_16/docu_drama.html,8,16,DocuDrama,28th March 2001,,6th March 2001,Sam Johnson& Chris Marcil,David Lee,2018-04-13 22:41:38
http://www.kacl780.net/frasier/transcripts/season_8/episode_17/it_takes_two_to_tangle.html,8,17,It Takes Two to Tangle,10th April 2001,,27th March 2001,Rob Hanning,Wil Shriner,2018-04-13 22:41:54
http://www.kacl780.net/frasier/transcripts/season_8/episode_18/forgotten_but_not_gone.html,8,18,Forgotten But Not Gone,18th April 2001,17th April 2004,17th April 2001,David Lloyd,Pamela Fryman,2018-04-13 22:42:05
http://www.kacl780.net/frasier/transcripts/season_8/episode_19/daphne_returns.html,8,19,Daphne Returns,"8th May, 2001",,"1st May, 2001",Dan O'Shannon &Bob Daily,Lory Fryman,2018-04-13 22:42:21
http://www.kacl780.net/frasier/transcripts/season_8/episode_20/the_wizard_and_roz.html,8,20,The Wizard and Roz,15th May 2001,,8th May 2001,Saladin K. Patterson,Sheldon Epps,2018-04-13 22:42:36
http://www.kacl780.net/frasier/transcripts/season_8/episode_21/semi_decent_proposal_1.html,8,21,Semi-Decent Proposal,16th May 2001,,15th May 2001,Lori Kirkland,Katy Garretson,2018-04-13 22:42:50
http://www.kacl780.net/frasier/transcripts/season_8/episode_22/a_passing_fancy_2.html,8,22,A Passing Fancy,"May 22, 2001",,"15th May, 2001",Jon Sherman,Kelsey Grammer,2018-04-13 22:43:00
http://www.kacl780.net/frasier/transcripts/season_8/episode_23/a_day_in_may.html,8,23,A Day In May,22nd May 2001.,,22nd May 2001.,Eric Zicklin& Lori Kirkland,Kelsey Grammer,2018-04-13 22:43:16
http://www.kacl780.net/frasier/transcripts/season_8/episode_24/cranes_go_caribbean.html,8,24,Cranes Go Carribean,"May 28, 2001",,"22th May, 2001",Mark Reismanand Rob Hanning,Kelsey Grammer,2018-04-13 22:43:32
http://www.kacl780.net/frasier/transcripts/season_9/episode_1/don_juan_in_hell_1.html,9,1,Don Juan In Hell,26th September 2001,24th April 2004,25th September 2001,Sam Johnson& Chris Marcil,Kelsey Grammer,2018-04-13 22:43:49
http://www.kacl780.net/frasier/transcripts/season_9/episode_2/don_juan_in_hell_2.html,9,2,,"September 29th, 2001","April 24th, 2004","September 25th, 2001",Lori Kirkland,Kelsey Grammer,2018-04-13 22:44:02
http://www.kacl780.net/frasier/transcripts/season_9/episode_3/the_first_temptation_of_daphne.html,9,3,The First Temptation of Daphne,7th October 2001,24th April 2004,2nd October 2001,Gayle Abrams,Kelsey Grammer,2018-04-13 22:44:17
http://www.kacl780.net/frasier/transcripts/season_9/episode_4/the_return_of_martin_crane.html,9,4,The Return of Martin Crane,10th October 2001,24th April 2004,9th October 2001,Dan O'Shannon& Bob Daily,David Lee,2018-04-13 22:44:29
http://www.kacl780.net/frasier/transcripts/season_9/episode_5/love_stinks.html,9,5,Love Stinks,22nd October 2001,24th April 2004,16th October 2001,Saladin K. Patterson,Katy Garretson,2018-04-13 22:44:48
http://www.kacl780.net/frasier/transcripts/season_9/episode_6/room_full_of_heroes.html,9,6,Room Full of Heroes,"November 4th, 2001",,"October 30th, 2001",Eric Zicklin,Wil Shriner,2018-04-13 22:45:06
http://www.kacl780.net/frasier/transcripts/season_9/episode_7/bla_z_boy.html,9,7,Bla-Z-Boy,7th November 2001,24th April 2004,6th November 2001,Jon Sherman,Robert H. Egan,2018-04-13 22:45:22
http://www.kacl780.net/frasier/transcripts/season_9/episode_8/the_two_hundredth.html,9,8,The Two Hundredth,18th October 2001,21st April 2004,13th November 2001,Rob Hanning,David Lee,2018-04-13 22:45:37
http://www.kacl780.net/frasier/transcripts/season_9/episode_9/sharing_kirby.html,9,9,Sharing Kirby,"November 24th, 2001","April 24, 2004","November 20th, 2001",Heide Perlman,Kelsey Grammer,2018-04-13 22:45:53
http://www.kacl780.net/frasier/transcripts/season_9/episode_10/junior_agent.html,9,10,Junior Agent,30th November 2001,24th April 2004,27th November 2001,Bob Daily,Scott Ellis,2018-04-13 22:46:13
http://www.kacl780.net/frasier/transcripts/season_9/episode_11/bully_for_martin.html,9,11,Bully for Martin,"January 6th, 2002","April 24th, 2004","December 11th, 2001",Eric Zicklin,Stuart Ross,2018-04-13 22:46:29
http://www.kacl780.net/frasier/transcripts/season_9/episode_12/mother_load_1.html,9,12,,16 January 2002,24th April 2004,8th January 2002,Lori Kirkland,Sheldon Epps,2018-04-13 22:46:48
http://www.kacl780.net/frasier/transcripts/season_9/episode_13/mother_load_2.html,9,13,,16th January 2001,24th April 2004,15th January 2001,Lori Kirkland,Sheldon Epps,2018-04-13 22:47:08
http://www.kacl780.net/frasier/transcripts/season_9/episode_14/juvenilia.html,9,14,Juvenilia,"February 11, 2002","April 29, 2002","January 22, 2002","Sam Johnson,Chris Marcil",Katy Garretson,2018-04-13 22:47:21
http://www.kacl780.net/frasier/transcripts/season_9/episode_15/the_proposal.html,9,15,The Proposal,18 February 2002,29 April 2004,4th February 2002,Rob Hanning,Wil Shriner,2018-04-13 22:47:36
http://www.kacl780.net/frasier/transcripts/season_9/episode_16/wheels_of_fortune.html,9,16,Wheels of Fortune,3rd April 2002.,,26th February 2002.,Ken Levine& David Isaacs,Scott Ellis,2018-04-13 22:47:48
http://www.kacl780.net/frasier/transcripts/season_9/episode_17/three_blind_dates.html,9,17,Three Blind Dates,"March 23, 2002",,"March 5, 2002",Gayle Abrams,Kelsey Grammer,2018-04-13 22:48:08
http://www.kacl780.net/frasier/transcripts/season_9/episode_18/war_of_the_words.html,9,18,War of the Words,31 March 2002,,12th March 2002,Saladin K. Patterson,Sheldon Epps,2018-04-13 22:48:27
http://www.kacl780.net/frasier/transcripts/season_9/episode_19/deathtrap.html,9,19,Deathtrap,5th April 2002,26th April 2004,2nd April 2002,Jon Sherman,Kelsey Grammer,2018-04-13 22:48:48
http://www.kacl780.net/frasier/transcripts/season_9/episode_20/the_love_you_fake.html,9,20,The Love You Fake,"May 13, 2002",,"April 9, 2002","Sam Johnson,Chris Marcil",Katy Garretson,2018-04-13 22:48:59
http://www.kacl780.net/frasier/transcripts/season_9/episode_21/cheerful_goodbyes.html,9,21,Cheerful Goodbyes,8th May 2002,,30th April 2002,Heide Perlman,Sheldon Epps,2018-04-13 22:49:12
http://www.kacl780.net/frasier/transcripts/season_9/episode_22/frasier_has_spokane.html,9,22,Frasier Has Spokane,24th June 2002,26th April 2004,7th May 2003,Eric Zicklin,Wil Shriner,2018-04-13 22:49:24
http://www.kacl780.net/frasier/transcripts/season_9/episode_23/the_guilt_trippers.html,9,23,The Guilt Trippers,"July 16, 2002","April 27th, 2004","May 14, 2002",Lori Kirkland,Wil Shriner,2018-04-13 22:49:43
http://www.kacl780.net/frasier/transcripts/season_9/episode_24/moons_over_seattle.html,9,24,Moons Over Seattle,9th June 2002,27th April 2004,21st May 2002,Brian Daily,Sheldon Epps,2018-04-13 22:49:58
http://www.kacl780.net/frasier/transcripts/season_10/episode_1/the_ring_cycle.html,10,1,The Ring Cycle,29th September 2002,,24th September 2002,Jon Sherman,Kelsey Grammer,2018-04-13 22:50:19
http://www.kacl780.net/frasier/transcripts/season_10/episode_2/enemy_at_the_gate.html,10,2,Enemy At The Gate,4th November 2002.,,1st October 2002.,Lori Kirkland,Kelsey Grammer,2018-04-13 22:50:30
http://www.kacl780.net/frasier/transcripts/season_10/episode_3/proxy_prexy.html,10,3,Proxy Prexy,"Nov. 8, 2002",,"Oct. 8, 2002",Chris Marcil,Cynthia L. Popp,2018-04-13 22:50:41
http://www.kacl780.net/frasier/transcripts/season_10/episode_4/kissing_cousin.html,10,4,Kissing Cousin,4th November 2002.,,15th October 2002.,Eric Zicklin,Scott Ellis,2018-04-13 22:50:51
http://www.kacl780.net/frasier/transcripts/season_10/episode_5/tales_from_the_crypt.html,10,5,Tales From The Crypt,10th November 2002,,29th October 2002,Saladin K. Patterson,David Lee,2018-04-13 22:51:10
http://www.kacl780.net/frasier/transcripts/season_10/episode_6/star_mitzvah.html,10,6,Star Mitzvah,"November 29, 2002",,"November 5, 2002",Sam Johnson,Sheldon Epps,2018-04-13 22:51:31
http://www.kacl780.net/frasier/transcripts/season_10/episode_7/bristle_while_you_work_1.html,10,7,Bristle While You Work,"December 1, 2002",,"November 12, 2002",Tom Reeder,Sheldon Epps,2018-04-13 22:51:51
http://www.kacl780.net/frasier/transcripts/season_10/episode_8/rooms_with_a_view_2.html,10,8,Rooms With a View,"December 24, 2002",,"November 19, 2002","Dan O'Shannon,Lori Kirkland& Bob Daily",Kelsey Grammer,2018-04-13 22:52:10
http://www.kacl780.net/frasier/transcripts/season_10/episode_9/dont_go_breaking_my_heart_3.html,10,9,,"November 30, 2002",,"November 26, 2002",Bob Daily,Jerry Zaks,2018-04-13 22:52:24
http://www.kacl780.net/frasier/transcripts/season_10/episode_10/we_two_kings.html,10,10,We Two Kings,27th January 2002,,10th December 2002,Patricia Breen,Jerry Zaks,2018-04-13 22:52:45
http://www.kacl780.net/frasier/transcripts/season_10/episode_11/door_jam.html,10,11,Door Jam,"January 26, 2002",,"January 7, 2003",Heide Perlman,Scott Ellis,2018-04-13 22:53:06
http://www.kacl780.net/frasier/transcripts/season_10/episode_12/the_harassed.html,10,12,The Harassed,"February 17, 2003",,"January 14, 2003",Chris Marcil,Kelsey Grammer,2018-04-13 22:53:23
http://www.kacl780.net/frasier/transcripts/season_10/episode_13/lilith_needs_a_favor.html,10,13,Lilith Needs A Favor,"February 24th, 2003",,"February 4th, 2003",Lori Kirkland,Sheldon Epps,2018-04-13 22:53:33
http://www.kacl780.net/frasier/transcripts/season_10/episode_14/daphne_does_dinner.html,10,14,Daphne Does Dinner,"April 9th, 2003",,"February 11th, 2003",Heidi Perlman,Katy Garretson,2018-04-13 22:53:52
http://www.kacl780.net/frasier/transcripts/season_10/episode_15/trophy_girlfriend.html,10,15,Trophy Girlfriend,"March 28, 2003",,"February 18, 2003",Saladin K. Patterson,Kelsey Grammer,2018-04-13 22:54:12
http://www.kacl780.net/frasier/transcripts/season_10/episode_16/fraternal_schwinns.html,10,16,Fraternal Schwinns,"March 13th, 2003",,"February 25th, 2003",Sam Johnson,Sheldon Epps,2018-04-13 22:54:31
http://www.kacl780.net/frasier/transcripts/season_10/episode_17/kenny_on_the_couch.html,10,17,Kenny On the Couch,"June 2, 2003",,"March 4, 2003",Bob Daily,David Lee,2018-04-13 22:54:48
http://www.kacl780.net/frasier/transcripts/season_10/episode_18/roe_to_perdition.html,10,18,Roe to Perdition,"May 7, 2003",,"March 18, 2003",Jon Sherman,Jerry Zaks,2018-04-13 22:55:06
http://www.kacl780.net/frasier/transcripts/season_10/episode_19/some_assembly_required.html,10,19,Some Assembly Required,"May 16, 2003",,"April 1, 2003",Patricia Breen,Wil Shriner,2018-04-13 22:55:27
http://www.kacl780.net/frasier/transcripts/season_10/episode_20/farewell_nervosa.html,10,20,"Farewell, Nervosa","April 27th, 2003",,"April 22nd, 2003",Eric Zicklin,Kelsey Grammer,2018-04-13 22:55:44
http://www.kacl780.net/frasier/transcripts/season_10/episode_21/the_devil_and_dr_phil.html,10,21,The Devil and Dr. Phil,"May 17th, 2003",,"April 29th, 2003","Sam Johnson,Chris Marcil",Wil Shriner,2018-04-13 22:55:59
http://www.kacl780.net/frasier/transcripts/season_10/episode_22/fathers_and_sons.html,10,22,Fathers and Sons,"May 22nd, 2003",,"May 6th, 2003",Jon Sherman,Kelsey Grammer,2018-04-13 22:56:14
http://www.kacl780.net/frasier/transcripts/season_10/episode_23/analyzed_kiss.html,10,23,Analyzed Kiss,15th May 2003,,13th May 2003,Saladin K.  Patterson& Heide Perlman,Katy Garretson,2018-04-13 22:56:27
http://www.kacl780.net/frasier/transcripts/season_10/episode_24/a_new_position_for_roz.html,10,24,A New Position For Roz,"May 26, 2003",,"May 20, 2003",Lori Kirkland,Kelsey Grammer,2018-04-13 22:56:44
http://www.kacl780.net/frasier/transcripts/season_11/episode_1/no_sex_please_were_skittish.html,11,1,"No Sex Please, We're Skittish","October 6, 2003",,"September 23, 2003",Bob Daily,David Lee,2018-04-13 22:56:56
http://www.kacl780.net/frasier/transcripts/season_11/episode_2/a_man_a_plan_and_a_gal_julia.html,11,2,"A Man, a Plan, and a Gal: Julia","Oct. 1, 2003",,"Sep. 23, 2003",Jon Sherman,Kelsey Grammer,2018-04-13 22:57:09
http://www.kacl780.net/frasier/transcripts/season_11/episode_3/the_doctor_is_out.html,11,3,The Doctor Is Out,"Oct. 10, 2003",,"Sep. 30, 2003",Joe Keenan,David Lee,2018-04-13 22:57:26
http://www.kacl780.net/frasier/transcripts/season_11/episode_4/the_babysitter.html,11,4,The Babysitter,"November 3, 2003",,"October 7, 2003",Jeffrey Richman,Kelsey Grammer,2018-04-13 22:57:43
http://www.kacl780.net/frasier/transcripts/season_11/episode_5/the_placeholder.html,11,5,The Placeholder,"Nov. 22, 2003",,"Oct. 14, 2003",Lori Kirkland Baker,Sheldon Epps,2018-04-13 22:57:59
http://www.kacl780.net/frasier/transcripts/season_11/episode_6/im_listening.html,11,6,I'm Listening,26th December 2003,,28th October 2003,Heide Perlman,Sheldon Epps,2018-04-13 22:58:13
http://www.kacl780.net/frasier/transcripts/season_11/episode_7/maris_returns_1.html,11,7,Maris Returns,"November 20, 2003",,"November 4, 2003",Chris Marcil,Kelsey Grammer,2018-04-13 22:58:28
http://www.kacl780.net/frasier/transcripts/season_11/episode_8/murder_most_maris_2.html,11,8,,"Dec. 31, 2003",,"Nov. 11, 2003",Sam Johnson,Scott Ellis,2018-04-13 22:58:40
http://www.kacl780.net/frasier/transcripts/season_11/episode_9/guns_n_neuroses.html,11,9,Guns N' Neuroses,26th December 2003,,18th November 2003,Jon Sherman,Scott Ellis,2018-04-13 22:58:55
http://www.kacl780.net/frasier/transcripts/season_11/episode_10/sea_bee_jeebies.html,11,10,SeaBee Jeebies,"December 15, 2003",,"December 2, 2003",Patricia Breen,Kelsey Grammer,2018-04-13 22:59:15
http://www.kacl780.net/frasier/transcripts/season_11/episode_11/high_holidays.html,11,11,High Holidays,29th December 2003,,9th December 2003,Christopher Lloyd,Sheldon Epps,2018-04-13 22:59:32
http://www.kacl780.net/frasier/transcripts/season_11/episode_12/frasier_lite.html,11,12,Frasier-Lite,"Feb. 11, 2004",,"Jan. 6, 2004","Sam Johnson, Chris Marcil, Jeffrey Richman,Jon Sherman, Bob Daily, and Patricia Breen",Sheldon Epps,2018-04-13 22:59:45
http://www.kacl780.net/frasier/transcripts/season_11/episode_13/the_ann_who_came_to_dinner.html,11,13,The Ann Who Came to Dinner,"January 20, 2004",,"January 13, 2004","Sam Johnson,Chris Marcil",Scott Ellis,2018-04-13 23:00:02
http://www.kacl780.net/frasier/transcripts/season_11/episode_14/freudian_sleep.html,11,14,Freudian Sleep,"Feb. 11, 2004",,"Feb. 3, 2004",Lori Kirkland Baker,Cynthia J. Popp,2018-04-13 23:00:18
http://www.kacl780.net/frasier/transcripts/season_11/episode_15/caught_in_the_act.html,11,15,Caught In The Act,"March 10th, 2004",,"February 24, 2004",Joe Keenan,Kelsey Grammer,2018-04-13 23:00:34
http://www.kacl780.net/frasier/transcripts/season_11/episode_16/boo_a_k_a_im_with_her.html,11,16,BOO! (a.k.a. I'm With Her),"March 21, 2004",,"March 2, 2004",Jefferey Richman,Katy Garretson,2018-04-13 23:00:55
http://www.kacl780.net/frasier/transcripts/season_11/episode_17/coots_and_ladders.html,11,17,Coots and Ladders,"April 5, 2004",,"March 16, 2004",Heide Perlman,Kelsey Grammer,2018-04-13 23:01:09
http://www.kacl780.net/frasier/transcripts/season_11/episode_18/match_game.html,11,18,Match Game,"April 2, 2004",,"March 30, 2004",Bob Daily,Katy Garettson,2018-04-13 23:01:29
http://www.kacl780.net/frasier/transcripts/season_11/episode_19/miss_right_now.html,11,19,Miss Right Now,"April 13, 2004",,"April 6, 2004",Ken Levineand David Isaacs,Scott Ellis,2018-04-13 23:01:50
http://www.kacl780.net/frasier/transcripts/season_11/episode_20/and_frasier_makes_three.html,11,20,And Frasier Makes Three,"May 4, 2004",,"April 20, 2004",Sam Johnson,Scott Ellis,2018-04-13 23:02:07
http://www.kacl780.net/frasier/transcripts/season_11/episode_21/detour.html,11,21,Detour,"May 4, 2004",,"April 27, 2004",Chris Marcil,Kelsey Grammer,2018-04-13 23:02:23
http://www.kacl780.net/frasier/transcripts/season_11/episode_22/crock_tales.html,11,22,Crock Tales,"May 5th, 2004",,"May 4th, 2004",John Shermanand Bob Daily,Sheldon Epps,2018-04-13 23:02:41
http://www.kacl780.net/frasier/transcripts/season_11/episode_23/goodnight_seattle_1.html,11,23,,"July 7, 2004",,"May 13, 2004",Christopher Lloydand Joe Keenan,David Lee,2018-04-13 23:03:02
http://www.kacl780.net/frasier/transcripts/season_11/episode_24/goodnight_seattle_2.html,11,24,,"July 16, 2004",,"May 13, 2004",Christopher Lloydand Joe Keenan,David Lee,2018-04-13 23:03:20
http://www.kacl780.net/frasier/transcripts/season_3/episode_14/the_show_where_diane_comes_back.html,3,14,The Show Where Diane Comes Back,10th December 1999,,,,,2018-04-14 19:43:39
http://www.kacl780.net/frasier/transcripts/season_9/episode_20/the_love_you_fake.html,9,20,The Love You Fake,"May 13, 2002",,"April 9, 2002","Sam Johnson,Chris Marcil",Katy Garretson,2018-04-14 19:43:58
http://www.kacl780.net/frasier/transcripts/season_3/episode_14/the_show_where_diane_comes_back.html,3,14,The Show Where Diane Comes Back,10th December 1999,,,,,2018-04-23 16:54:32
http://www.kacl780.net/frasier/transcripts/season_9/episode_20/the_love_you_fake.html,9,20,The Love You Fake,"May 13, 2002",,"April 9, 2002","Sam Johnson,Chris Marcil",Katy Garretson,2018-04-23 16:54:53
http://www.kacl780.net/frasier/transcripts/season_3/episode_14/the_show_where_diane_comes_back.html,3,14,The Show Where Diane Comes Back,10th December 1999,,,,,2018-05-23 05:51:47
http://www.kacl780.net/frasier/transcripts/season_9/episode_20/the_love_you_fake.html,9,20,The Love You Fake,"May 13, 2002",,"April 9, 2002","Sam Johnson,Chris Marcil",Katy Garretson,2018-05-23 05:52:06
